@relation emotion

@attribute outlook {fear , guilt, joy}
@attribute em1 real
@attribute em2 real
@attribute em3 real
@attribute em4 real
@attribute em5 real
@attribute em6 real
@attribute em7 real
@attribute em8 real
@attribute em9 real
@attribute em10 real

@data
joy,0,0,0,0,1,0,1,0,0,0
joy,0,1,0,1,1,1,1,0,1,1
joy,0,2,0,1,2,1,2,0,2,0
joy,0,2,0,0,1,0,3,0,0,1
joy,1,0,1,1,0,1,0,0,1,0
joy,0,0,0,0,1,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,2,0,0,1,0,1,0,1,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joy,0,3,0,0,1,0,2,0,1,2
joy,0,0,0,0,0,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,3,3,0,2,3,1,4,1,0,4
joy,0,1,0,0,1,0,1,0,0,1
joy,0,0,0,0,1,0,2,0,0,1
joy,1,3,1,1,1,1,1,1,1,2
joy,0,3,0,0,2,0,2,0,1,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,0,1,0,0,1
joy,0,0,0,1,1,2,1,1,1,2
joy,0,2,0,0,5,0,6,0,1,2
joy,1,1,1,1,1,1,2,1,1,1
joy,0,1,0,0,2,0,3,0,0,1
joy,0,0,0,0,1,0,2,0,0,2
joy,0,1,0,0,1,0,1,0,2,2
joy,0,0,0,1,0,0,1,0,1,0
joy,0,1,0,0,0,0,2,0,0,0
joy,0,0,0,0,2,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,1,2,1,1,1,2,1,2,1,3
joy,0,1,0,0,2,0,2,0,1,2
joy,0,0,0,0,1,1,1,0,0,1
joy,1,2,1,1,3,1,3,1,1,2
joy,0,1,0,0,1,0,1,0,0,1
joy,0,1,0,0,1,1,1,0,1,1
joy,0,3,0,0,2,0,3,0,1,2
joy,0,2,0,0,2,0,3,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,0,0,0,2,0,2,0,0,2
joy,0,0,0,0,0,0,0,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,1,1,1,1,1,1,1,1,1,1
joy,0,3,0,0,0,0,1,0,0,1
joy,0,3,0,0,3,0,4,0,3,2
joy,0,0,0,0,1,0,2,0,0,1
joy,0,0,0,1,0,0,1,0,0,0
joy,1,1,1,1,1,1,2,1,1,2
joy,0,0,0,0,0,0,0,0,0,0
joy,2,4,2,3,2,3,4,2,2,2
joy,0,1,0,0,2,0,2,0,0,2
joy,0,2,2,2,3,2,3,1,0,3
joy,0,1,0,0,1,0,2,0,0,2
joy,0,2,0,1,1,1,1,0,2,1
joy,0,0,0,0,0,0,0,0,0,0
joy,1,0,1,1,1,1,1,1,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,1,0,0,2,0,2,0,1,1
joy,1,3,1,1,2,1,3,1,2,2
joy,0,0,0,0,2,0,2,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,1,4,1,2,1,1,2,1,2,2
joy,0,2,1,1,2,1,2,1,2,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,0,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,1
joy,0,0,0,0,0,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,0,0,0,0,0,0
joy,0,4,0,0,3,1,3,1,0,2
joy,0,1,0,0,0,1,1,0,1,1
joy,0,3,0,0,1,0,3,0,0,1
joy,0,1,0,0,1,0,2,0,0,2
joy,0,0,0,0,1,1,1,1,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,4,0,0,5,0,5,0,0,2
joy,0,1,0,0,0,1,2,0,0,0
joy,0,0,0,0,0,0,2,0,0,0
joy,0,1,0,0,1,0,1,0,0,1
joy,0,2,0,0,1,0,2,0,0,2
joy,0,1,0,0,1,1,1,0,1,1
joy,1,1,1,1,3,2,4,1,1,3
joy,0,1,0,1,1,0,1,0,1,0
joy,0,0,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,2,0,0,1,0,1,0,1,0
joy,0,1,0,0,2,0,3,0,1,2
joy,3,2,3,3,2,3,2,3,2,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,5,0,6,0,1,4
joy,0,0,0,0,0,0,1,0,0,0
joy,0,0,0,0,0,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,2,0,0,0
joy,0,3,0,0,2,0,4,0,1,3
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,1
joy,0,0,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,1,2,0,3,0,0,3
joy,1,1,0,0,1,1,1,0,0,0
joy,0,1,0,1,3,0,3,0,0,1
joy,0,1,0,0,2,0,2,0,1,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,2,0,2,0,0,1
joy,0,0,0,2,0,0,0,0,0,2
joy,1,1,1,1,2,2,4,2,1,1
joy,2,2,2,3,2,3,4,3,2,2
joy,0,1,0,0,0,0,1,0,0,1
joy,0,0,0,0,0,0,1,0,0,0
joy,0,0,0,0,1,0,2,0,0,2
joy,2,2,2,2,2,2,2,2,2,2
joy,0,1,0,0,0,0,2,0,0,1
joy,0,2,0,0,2,0,2,0,2,2
joy,0,1,0,0,2,0,2,0,1,2
joy,1,2,1,1,2,1,3,1,1,2
joy,0,0,0,0,1,0,2,0,0,1
joy,0,1,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,1
joy,0,0,0,0,0,0,2,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,2,0,0,1,1,3,1,0,2
joy,0,1,0,0,1,0,1,0,0,1
joy,0,1,0,0,0,0,1,0,0,2
joy,0,1,0,0,0,0,2,0,0,0
joy,0,2,0,0,1,0,1,0,1,1
joy,0,0,0,0,1,0,1,0,0,1
joy,1,2,0,1,2,1,2,0,2,1
joy,0,1,0,0,1,0,2,0,1,1
joy,0,2,0,0,1,0,1,0,0,1
joy,0,0,0,0,0,0,1,0,0,1
joy,0,2,0,1,0,0,2,0,1,0
joy,1,0,0,0,0,1,0,0,0,0
joy,0,1,0,0,2,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,1,1,1,1,1,1,1,1,0,1
joy,1,1,1,1,2,1,3,1,1,2
joy,0,1,0,0,1,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,3,0,0,1,0,1,0,1,0
joy,0,1,0,1,2,0,4,0,2,2
joy,2,1,2,2,1,2,1,2,1,1
joy,0,1,0,0,2,0,2,0,1,1
joy,0,0,0,0,1,0,2,0,0,1
joy,1,0,0,0,0,1,1,0,0,1
joy,0,0,0,0,0,0,3,0,0,1
joy,1,1,1,1,1,2,1,1,1,1
joy,0,1,0,0,0,1,0,0,0,0
joy,0,1,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,2,0,0,2,0,2,0,2,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,2,0,0,1
joy,0,1,0,0,0,0,1,0,0,1
joy,0,1,0,0,0,0,2,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,1,0
joy,0,0,0,0,0,0,2,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,1,1,1,1,0,1,1
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,0,0,2,0,0,0
joy,0,1,0,0,2,0,3,0,0,2
joy,0,1,0,1,1,1,3,0,1,1
joy,0,0,0,0,1,0,3,0,0,3
joy,1,1,2,1,1,4,1,2,0,0
joy,1,2,1,1,2,1,2,1,1,2
joy,0,1,1,1,2,1,2,0,0,1
joy,0,0,0,0,1,0,1,0,0,1
joy,1,2,1,1,1,1,1,1,1,1
joy,0,0,0,0,2,0,3,0,1,2
joy,1,1,0,1,1,1,1,1,0,1
joy,0,1,0,0,0,1,0,0,0,0
joy,2,3,2,2,3,2,4,2,1,3
joy,1,1,1,1,2,1,2,1,1,2
joy,0,0,0,0,1,0,1,0,0,0
joy,1,1,1,1,1,2,1,1,0,1
joy,0,1,0,1,1,2,1,2,0,1
joy,1,3,1,1,2,2,2,1,1,1
joy,0,1,0,0,0,0,1,0,0,0
joy,0,1,0,0,1,1,1,0,0,1
joy,0,1,0,0,1,0,1,0,0,1
joy,0,1,0,0,0,1,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,0,0,2,0,0,1
joy,0,0,1,1,2,1,2,0,0,0
joy,0,1,0,0,1,0,2,0,0,1
joy,0,0,0,0,0,0,2,0,1,0
joy,0,2,0,0,2,1,2,1,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,2
joy,0,2,0,0,2,0,3,0,2,2
joy,0,2,0,0,2,0,3,0,0,1
joy,0,1,1,0,1,0,1,1,1,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,0,2,0,0,0
joy,0,2,0,0,0,0,0,0,0,0
joy,1,0,0,0,1,0,1,0,0,0
joy,0,2,0,0,0,0,0,0,0,0
joy,0,1,0,0,0,1,0,0,1,0
joy,0,1,0,0,3,0,3,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,0,1,0,0,0,0
joy,0,2,1,0,2,0,2,1,2,2
joy,0,0,0,0,2,1,2,1,0,0
joy,0,0,0,0,1,0,1,0,0,1
joy,0,1,0,0,1,0,2,0,0,2
joy,0,1,0,1,2,0,2,1,0,1
joy,2,3,0,0,3,0,3,0,3,3
joy,0,2,0,0,2,0,2,0,1,0
joy,0,0,0,0,1,0,1,0,0,2
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,1,0,1,0,0,0
joy,0,0,0,0,1,0,2,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,2,0,0,2
joy,0,2,0,0,2,0,2,0,0,1
joy,0,0,0,0,1,0,1,0,0,0
joy,1,1,1,1,1,1,1,1,1,1
joy,0,0,0,0,0,1,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,1
joy,0,0,0,0,2,0,2,1,0,1
joy,0,1,0,0,2,0,2,0,1,1
joy,0,1,0,0,0,0,2,0,0,0
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,0,0,1,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,0,0,0,1,0,3,0,0,0
joy,0,1,0,0,2,0,5,0,1,4
joy,0,0,0,0,1,0,2,0,0,0
joy,0,1,0,0,0,0,1,0,1,0
joy,0,1,0,0,2,0,2,0,0,1
joy,1,0,0,0,0,2,0,1,0,0
joy,1,1,1,1,2,1,2,1,1,1
joy,0,1,0,2,0,1,0,2,0,1
joy,0,1,0,1,0,1,0,1,0,0
joy,0,1,0,0,0,0,3,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,2,0,2,0,1,2
joy,0,1,0,0,1,0,1,0,1,0
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,1,0,1,0,0,1
joy,0,1,0,0,1,1,1,1,0,1
joy,0,1,0,0,2,1,2,1,0,1
joy,1,2,1,1,2,1,2,1,1,1
joy,1,1,2,1,1,2,2,1,1,2
joy,0,0,0,0,0,0,2,0,0,1
joy,0,0,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,1,0,1,0,0
joy,1,2,1,2,2,1,4,1,0,2
joy,2,0,1,1,0,5,0,3,0,0
joy,0,1,0,0,2,0,3,0,0,1
joy,0,2,1,1,1,0,1,1,1,1
joy,0,1,0,0,0,0,0,0,0,0
joy,0,0,0,0,2,0,2,0,0,0
joy,0,0,0,0,1,0,3,0,0,1
joy,0,0,0,0,1,0,3,0,0,0
joy,0,0,0,1,0,1,1,1,0,0
joy,0,1,0,1,2,1,3,0,1,1
joy,0,2,0,0,1,0,2,0,0,0
joy,1,0,0,1,3,2,3,2,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,1,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,0,1,0,1,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,0,1,0,1,1
joy,0,1,0,0,2,0,4,0,0,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joy,0,1,0,0,2,0,2,0,0,2
joy,0,0,0,0,0,0,1,0,0,1
joy,1,1,1,1,2,1,3,1,1,1
joy,0,2,0,0,1,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,3,0,0,2,0,2,0,1,2
joy,1,1,0,0,1,1,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,1,0,0,0,0,0,0
joy,0,1,0,1,1,0,2,0,1,1
joy,0,0,0,0,1,0,2,0,0,1
joy,0,1,0,0,1,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,0,2,1,0,0
joy,0,1,0,0,2,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,3,0,0,1,0,1,0,1,1
joy,0,0,0,0,1,1,1,1,0,0
joy,0,0,0,1,1,0,2,0,0,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,0,0,1,0,0,0,0,1,0
joy,0,2,0,0,1,0,1,1,1,0
joy,0,2,0,1,1,1,2,0,1,2
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,1,0,1,0,0,1
joy,1,7,1,1,4,1,4,1,2,3
joy,1,1,1,1,1,1,3,1,1,2
joy,0,0,0,0,2,0,2,0,0,2
joy,0,1,0,0,2,0,2,0,1,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,1,1,1,1,1,1,2,1,1,2
joy,0,1,0,0,0,0,1,0,1,1
joy,0,2,0,0,1,0,2,0,1,1
joy,0,1,0,0,1,0,1,0,0,0
joy,0,1,0,0,0,0,0,0,0,0
joy,1,1,1,1,1,1,2,1,1,2
joy,0,1,0,0,2,1,2,1,1,1
joy,0,3,0,1,0,1,0,0,0,0
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,1,0,2,0,0,0
joy,0,1,0,0,0,0,1,0,0,1
joy,0,1,0,0,1,0,2,0,0,1
joy,0,1,0,0,1,0,1,0,1,1
joy,0,1,0,0,1,0,1,0,1,1
joy,0,1,0,0,2,0,2,0,1,2
joy,0,1,0,0,2,0,4,0,0,4
joy,0,0,0,0,1,0,2,0,0,1
joy,0,0,0,0,1,0,1,0,0,2
joy,0,0,0,0,1,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,1
joy,0,1,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,1,0,0,0,0,0,0
joy,0,1,0,0,0,0,1,0,0,0
joy,0,1,0,0,1,0,1,0,1,0
joy,0,1,0,0,0,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,1,0,0,1,0,1,0,1,1,0
joy,0,1,0,0,0,0,1,0,0,0
joy,0,2,0,0,1,0,1,0,1,1
joy,0,1,0,1,0,1,1,0,2,2
joy,0,1,0,0,0,0,1,0,0,0
joy,0,0,0,0,0,0,2,1,0,1
joy,0,1,0,0,1,0,2,0,0,1
joy,0,2,0,0,2,0,2,0,0,1
joy,0,2,0,0,2,0,5,0,1,2
joy,0,1,0,1,0,1,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,1,1,1,2,1,0,2
joy,0,2,0,0,1,0,1,0,0,1
joy,1,0,0,1,0,1,0,2,0,0
joy,1,2,1,2,3,2,3,1,3,2
joy,0,3,0,0,3,0,3,0,1,3
joy,0,2,1,0,2,0,3,1,2,2
joy,1,3,1,1,1,1,1,1,1,1
joy,0,0,0,0,1,0,2,0,0,0
joy,1,6,1,1,3,1,3,1,2,3
joy,0,0,0,0,1,0,2,0,0,1
joy,0,2,0,0,1,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,0,0,1,1,1,1,1,0,1
joy,0,0,0,0,0,0,0,0,0,1
joy,0,3,0,1,2,1,3,0,1,1
joy,0,2,0,0,2,0,2,0,2,1
joy,0,1,0,0,2,0,2,1,0,2
joy,0,0,0,0,1,0,1,0,0,1
joy,2,2,2,3,4,3,5,2,2,3
joy,1,3,1,1,2,1,2,1,1,2
joy,1,4,1,1,3,1,3,1,2,3
joy,1,2,0,1,2,3,3,0,2,0
joy,0,0,0,0,0,0,1,0,0,1
joy,0,0,0,0,0,0,4,0,0,2
joy,0,0,0,0,1,1,1,0,0,1
joy,0,0,0,0,1,0,1,0,0,0
joy,0,1,0,0,0,0,1,0,0,0
joy,1,0,1,1,1,2,1,1,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,1,3,2,1,1,2,3,1,1,3
joy,0,0,0,0,0,0,0,0,0,0
joy,0,2,0,0,1,0,1,0,0,1
joy,0,0,1,0,0,1,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joy,0,3,0,0,2,0,2,0,0,1
joy,0,0,1,0,0,1,0,1,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,2,0,0,2
joy,0,0,0,0,1,0,1,0,0,1
joy,0,2,1,0,3,0,3,0,1,3
joy,0,1,0,0,0,0,1,0,0,1
joy,0,0,0,0,0,0,1,0,0,1
joy,1,6,1,1,4,1,7,1,2,7
joy,0,1,0,0,0,0,0,0,0,0
joy,0,3,0,0,1,0,1,0,1,1
joy,0,0,0,0,1,0,1,0,0,1
joy,0,1,0,0,1,0,1,0,0,1
joy,0,0,0,0,1,0,2,0,0,1
joy,0,2,1,1,2,1,2,1,1,2
joy,0,0,0,0,0,0,1,0,0,0
joy,1,0,0,1,3,2,4,1,1,1
joy,0,0,0,0,1,0,1,0,0,1
joy,0,4,0,0,5,0,7,0,2,6
joy,1,0,0,0,0,1,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,4,0,1,4,1,6,0,4,1
joy,0,1,0,0,0,0,2,0,0,1
joy,1,1,1,1,2,1,2,1,1,1
joy,0,1,0,0,2,0,2,0,1,1
joy,0,0,0,0,0,0,1,0,0,1
joy,0,2,0,0,0,1,1,1,0,0
joy,0,1,0,0,1,0,1,0,0,1
joy,0,1,0,2,1,1,2,0,1,0
joy,0,0,0,0,2,0,2,0,0,0
joy,0,0,0,0,0,1,1,1,1,2
joy,0,4,0,0,2,0,2,0,2,1
joy,0,1,0,1,1,1,1,1,0,1
joy,1,2,1,1,2,2,2,2,1,2
joy,0,1,0,0,2,0,3,0,0,3
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,1,2,1,0,2,0,2,0,2,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,1,0,1,1,0,0,0,0
joy,1,2,1,1,3,1,4,1,2,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,1
joy,1,1,1,1,1,1,2,1,0,0
joy,0,0,0,0,1,0,2,0,0,1
joy,1,1,1,1,1,2,1,1,0,0
joy,0,1,0,0,1,0,2,0,0,1
joy,0,0,0,0,1,0,2,0,0,1
joy,0,0,1,0,1,1,1,0,0,0
joy,0,1,0,0,0,0,1,0,0,0
joy,0,1,0,0,0,1,1,1,0,1
joy,0,0,0,0,1,0,1,0,0,0
joy,0,1,1,0,1,0,1,1,1,1
joy,1,1,1,2,1,2,1,1,2,1
joy,0,0,0,0,1,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,1,1,1,1,1,1,4,1,1,4
joy,0,1,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,2,0,0,3
joy,0,1,0,1,0,0,0,0,0,1
joy,0,1,0,0,1,0,3,0,0,0
joy,0,2,0,1,0,1,3,0,2,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,2,0,0,1,0,2,0,0,2
joy,0,1,0,0,2,0,3,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,1,0,0,0,0
joy,0,0,0,0,2,0,2,0,0,1
joy,0,1,0,0,0,0,0,0,0,0
joy,1,1,0,1,2,0,3,0,1,3
joy,0,0,0,0,1,0,2,0,0,1
joy,0,0,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,3,1,0,0,1,0,0,0,0
joy,1,4,1,1,2,1,2,1,1,2
joy,0,1,0,0,2,0,2,0,1,2
joy,0,2,0,0,2,0,3,0,0,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,1,1,0,0,0
joy,1,2,1,1,2,1,2,1,1,2
joy,0,1,0,0,2,0,2,0,1,0
joy,1,1,0,0,1,1,4,1,1,1
joy,0,0,0,0,0,0,1,0,0,2
joy,0,0,0,0,0,0,0,0,0,1
joy,0,0,0,0,0,0,0,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,3,0,1,0,0,1
joy,0,0,0,0,3,1,3,1,0,0
joy,1,1,1,1,1,1,2,1,0,1
joy,0,0,0,0,0,0,0,0,0,1
joy,0,0,0,0,0,0,1,0,0,1
joy,0,1,1,0,1,1,1,1,1,2
joy,1,3,0,1,1,1,1,0,0,1
joy,0,2,0,1,2,0,2,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,2,0,0,1
joy,1,2,1,1,2,1,2,1,1,2
joy,0,0,0,0,0,0,0,0,0,1
joy,0,0,0,0,2,0,2,0,0,1
joy,0,0,0,0,1,0,1,0,0,1
joy,0,2,0,0,2,1,4,0,0,3
joy,0,0,0,0,0,0,1,0,0,0
joy,0,0,0,0,0,1,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,0,1,0,0,0,0,0,0,0,0
joy,0,1,0,0,0,0,0,0,0,1
joy,0,1,0,0,0,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,0,1,0,0,0
joy,0,3,0,0,2,0,2,0,2,1
joy,1,3,1,1,4,1,5,1,1,3
joy,0,0,0,0,1,0,2,1,0,0
joy,0,2,0,0,1,0,2,0,1,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,4,0,0,1,1,1,0,1,1
joy,0,0,0,1,0,0,1,0,0,1
joy,0,0,0,0,1,0,1,0,0,0
joy,0,1,0,0,2,0,2,0,0,1
joy,0,0,0,0,1,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,1,2,2,1,2,1,3,2,1,2
joy,0,3,0,0,1,0,1,0,1,1
joy,0,0,0,0,1,0,2,0,0,2
joy,0,3,0,2,1,2,1,2,0,0
joy,0,1,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,0,2,0,1,1
joy,0,0,0,1,0,1,0,1,0,0
joy,0,0,0,0,0,0,1,0,0,0
joy,2,2,1,2,1,3,5,2,1,1
joy,1,0,1,2,2,2,2,1,1,1
joy,1,4,2,2,3,3,4,2,2,3
joy,1,3,1,4,6,2,11,2,1,7
joy,1,3,1,1,1,1,2,1,1,1
joy,1,0,1,1,1,1,2,1,0,0
joy,0,2,1,0,1,1,4,0,0,3
joy,1,0,1,1,1,1,2,1,0,1
joy,1,2,1,1,1,2,2,1,1,2
joy,0,0,0,0,1,0,1,0,0,0
joy,1,0,1,1,2,1,2,1,1,2
joy,0,0,0,0,2,0,2,0,0,1
joy,0,1,0,0,1,0,2,0,0,1
joy,1,2,1,0,2,1,2,1,2,1
joy,1,1,1,1,1,1,3,1,1,3
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,0,1,0,1,1
joy,0,0,0,0,2,0,3,0,0,2
joy,1,0,1,1,1,1,1,1,1,1
joy,0,1,0,0,1,0,2,0,0,1
joy,0,1,0,0,1,0,1,0,0,0
joy,1,4,1,1,2,2,2,2,1,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,2,0,2,0,0,2
joy,0,1,0,0,0,0,2,0,1,0
joy,0,2,0,1,1,0,2,0,1,2
joy,0,1,0,0,2,0,3,0,1,1
joy,1,0,1,1,0,1,0,1,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,2,1,2,1,2,0
joy,0,0,0,0,1,0,2,0,0,2
joy,0,0,0,0,1,0,1,0,0,1
joy,0,1,0,0,2,0,3,0,1,2
joy,0,1,0,0,1,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,2,0,2,0,0,3
joy,0,1,0,1,1,1,1,0,1,1
joy,0,1,0,0,1,0,1,0,0,0
joy,1,1,1,3,1,3,1,1,3,2
joy,1,2,1,2,2,2,2,1,2,1
joy,0,1,0,0,0,0,1,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joy,0,1,0,0,2,0,2,0,0,2
joy,0,0,0,0,2,0,3,0,0,2
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,1,0,0,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,1,0,0,0,0
joy,0,2,0,1,2,1,2,0,1,1
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,0,0,1,0,1,0,0,0
joy,0,1,0,1,1,0,1,0,0,1
joy,0,1,0,0,0,0,1,0,0,0
joy,0,0,0,0,1,1,2,1,0,1
joy,0,0,0,0,0,0,0,0,0,1
joy,0,2,0,1,1,1,1,0,0,1
joy,1,0,0,1,0,0,0,0,0,1
joy,0,0,0,1,0,0,0,0,0,0
joy,0,0,0,0,1,0,1,0,1,1
joy,0,1,1,1,0,2,0,1,1,0
joy,0,0,0,0,0,0,0,0,0,0
joy,0,1,1,0,1,1,2,0,0,1
joy,1,1,1,1,1,1,1,1,0,1
joy,1,0,0,0,0,1,0,0,0,0
joy,0,0,0,0,0,2,0,1,0,0
joy,0,0,0,0,0,0,0,0,0,0
